filename,width,height,class,xmin,ymin,xmax,ymax
real_0839.jpg,800,600,red,417,95,440,153
real_0893.jpg,800,600,red,324,49,369,177
real_1639.jpg,800,600,red,308,83,333,155
real_0366.jpg,800,600,red,434,97,452,147
real_0380.jpg,800,600,red,523,92,542,145
real_1395.jpg,800,600,red,435,100,453,147
real_1650.jpg,800,600,red,372,89,392,147
real_0583.jpg,800,600,red,341,74,372,158
real_1574.jpg,800,600,yellow,393,99,409,144
real_0332.jpg,800,600,red,436,105,453,154
real_0414.jpg,800,600,yellow,500,99,518,148
real_1050.jpg,800,600,yellow,391,99,409,146
real_0396.jpg,800,600,green,373,76,402,159
real_0451.jpg,800,600,green,390,97,407,141
real_0550.jpg,800,600,red,339,87,365,154
real_1114.jpg,800,600,yellow,508,96,527,144
real_0433.jpg,800,600,green,357,79,385,160
real_0094.jpg,800,600,green,415,88,437,150
real_0062.jpg,800,600,red,359,83,384,153
real_1660.jpg,800,600,yellow,392,99,409,143
real_1071.jpg,800,600,red,357,77,387,161
real_1047.jpg,800,600,yellow,418,83,442,147
real_1084.jpg,800,600,yellow,385,72,413,145
real_0884.jpg,800,600,yellow,456,95,474,148
real_0568.jpg,800,600,yellow,587,95,606,150
real_0408.jpg,800,600,red,409,89,432,151
real_1215.jpg,800,600,green,63,32,118,182
real_0508.jpg,800,600,red,391,90,409,143
real_1016.jpg,800,600,red,410,90,434,150
real_0957.jpg,800,600,green,343,86,367,153
real_1293.jpg,800,600,red,421,80,450,158
real_1162.jpg,800,600,green,390,103,406,145
real_0846.jpg,800,600,green,389,103,406,145
real_0890.jpg,800,600,red,251,33,306,200
real_0907.jpg,800,600,yellow,281,63,320,168
real_0220.jpg,800,600,green,349,67,384,166
real_1669.jpg,800,600,green,440,89,460,147
real_1578.jpg,800,600,yellow,507,101,525,151
real_1148.jpg,800,600,yellow,453,97,473,147
real_0112.jpg,800,600,red,372,82,403,162
real_0425.jpg,800,600,red,435,98,452,148
real_0542.jpg,800,600,green,329,49,374,175
real_1096.jpg,800,600,red,448,97,469,154
real_0731.jpg,800,600,red,357,79,388,162
real_0178.jpg,800,600,red,389,89,408,144
real_1478.jpg,800,600,red,342,72,374,165
real_0822.jpg,800,600,red,290,71,324,166
real_1384.jpg,800,600,red,339,67,374,170
real_0288.jpg,800,600,yellow,49,34,100,189
real_1649.jpg,800,600,green,390,96,407,142
real_0058.jpg,800,600,red,402,87,425,155
real_0388.jpg,800,600,green,171,51,218,178
real_0318.jpg,800,600,red,405,71,438,167
real_1260.jpg,800,600,red,435,97,453,144
real_0900.jpg,800,600,red,416,93,437,151
real_0936.jpg,800,600,green,384,83,410,154
real_0800.jpg,800,600,green,350,67,384,166
real_1061.jpg,800,600,red,407,89,432,154
real_0794.jpg,800,600,red,435,97,453,145
real_1138.jpg,800,600,green,391,85,416,152
real_0085.jpg,800,600,red,435,105,452,154
real_1367.jpg,800,600,green,416,90,436,147
real_0535.jpg,800,600,green,345,59,382,165
real_0954.jpg,800,600,green,420,102,434,145
real_1430.jpg,800,600,red,362,86,387,151
real_0245.jpg,800,600,green,408,89,431,152
real_1164.jpg,800,600,green,365,82,391,155
real_0150.jpg,800,600,green,375,83,400,156
real_0045.jpg,800,600,green,417,91,436,151
real_0641.jpg,800,600,red,375,91,398,152
real_1190.jpg,800,600,green,373,75,403,161
real_0292.jpg,800,600,red,422,69,456,166
real_1637.jpg,800,600,green,201,52,245,172
real_0614.jpg,800,600,green,420,75,450,161
real_1679.jpg,800,600,red,612,94,633,150
real_0628.jpg,800,600,red,390,90,411,152
real_0623.jpg,800,600,red,368,89,391,154
real_0596.jpg,800,600,green,411,104,430,151
real_0023.jpg,800,600,yellow,390,100,408,145
real_0818.jpg,800,600,green,105,39,156,180
real_1272.jpg,800,600,red,436,95,457,153
real_1192.jpg,800,600,red,136,37,179,156
real_0134.jpg,800,600,red,348,74,377,159
real_1176.jpg,800,600,red,90,39,143,182
real_0629.jpg,800,600,green,378,83,404,157
real_1257.jpg,800,600,green,475,90,497,146
real_0338.jpg,800,600,red,435,99,452,148
real_0902.jpg,800,600,red,327,51,371,177
real_0239.jpg,800,600,red,479,96,498,147
real_0779.jpg,800,600,green,342,45,380,159
real_0100.jpg,800,600,red,401,91,424,154
real_0373.jpg,800,600,red,309,84,334,154
real_0606.jpg,800,600,red,315,79,342,157
real_0263.jpg,800,600,green,390,96,407,145
real_1661.jpg,800,600,yellow,510,102,526,149
real_0323.jpg,800,600,red,417,96,438,153
real_1214.jpg,800,600,yellow,397,75,422,145
real_0493.jpg,800,600,green,363,89,385,151
real_0790.jpg,800,600,yellow,454,97,472,148
real_0785.jpg,800,600,red,318,79,347,156
real_1607.jpg,800,600,green,379,79,407,156
real_1120.jpg,800,600,yellow,388,101,405,147
real_0700.jpg,800,600,yellow,501,102,518,151
real_1225.jpg,800,600,red,604,91,626,151
real_0075.jpg,800,600,red,407,89,428,154
real_1325.jpg,800,600,green,495,89,513,142
real_1277.jpg,800,600,off,500,88,520,143
real_0175.jpg,800,600,red,342,73,374,167
real_0321.jpg,800,600,red,256,71,288,165
real_1059.jpg,800,600,red,522,91,541,145
real_1171.jpg,800,600,red,407,89,431,153
real_0678.jpg,800,600,yellow,431,87,454,150
real_0923.jpg,800,600,green,352,89,375,151
real_0777.jpg,800,600,yellow,492,89,512,147
real_1686.jpg,800,600,red,322,46,370,173
real_0222.jpg,800,600,yellow,505,91,525,147
real_0931.jpg,800,600,green,370,83,395,155
real_0284.jpg,800,600,off,389,101,406,145
real_1545.jpg,800,600,yellow,391,99,406,146
real_0662.jpg,800,600,green,389,103,406,145
real_0837.jpg,800,600,red,376,89,399,153
real_1083.jpg,800,600,red,97,50,143,168
real_0829.jpg,800,600,yellow,399,89,421,148
real_1323.jpg,800,600,green,251,44,290,159
real_0486.jpg,800,600,green,399,89,424,154
real_0099.jpg,800,600,green,343,47,381,162
real_1033.jpg,800,600,green,319,40,366,175
real_0639.jpg,800,600,yellow,461,95,481,148
real_0123.jpg,800,600,red,434,97,452,145
real_0865.jpg,800,600,green,327,75,359,166
real_0877.jpg,800,600,green,418,98,435,140
real_1205.jpg,800,600,green,390,97,407,144
real_0886.jpg,800,600,green,393,75,424,165
real_0365.jpg,800,600,red,360,85,384,153
real_0091.jpg,800,600,yellow,456,97,474,150
real_1310.jpg,800,600,green,417,91,438,150
real_1197.jpg,800,600,red,436,99,453,146
real_0566.jpg,800,600,red,198,64,236,166
real_0369.jpg,800,600,red,311,81,338,156
real_0095.jpg,800,600,red,366,88,388,152
real_0401.jpg,800,600,red,447,98,466,145
real_0619.jpg,800,600,green,216,47,257,167
real_1154.jpg,800,600,red,397,85,423,155
real_0605.jpg,800,600,green,256,47,294,159
real_0303.jpg,800,600,red,365,89,388,154
real_0337.jpg,800,600,green,390,98,406,144
real_0793.jpg,800,600,yellow,381,77,409,153
real_1626.jpg,800,600,green,331,49,375,170
real_0775.jpg,800,600,red,315,69,350,167
real_0024.jpg,800,600,green,390,97,406,143
real_0218.jpg,800,600,red,323,42,367,176
real_0982.jpg,800,600,red,371,87,395,154
real_0159.jpg,800,600,yellow,415,81,438,148
real_0770.jpg,800,600,green,390,97,406,145
real_0322.jpg,800,600,red,366,82,392,158
real_1189.jpg,800,600,green,241,56,282,166
real_1627.jpg,800,600,yellow,458,87,479,148
real_1667.jpg,800,600,red,337,45,376,158
real_0043.jpg,800,600,yellow,456,99,476,150
real_0084.jpg,800,600,green,414,104,430,149
real_0187.jpg,800,600,green,318,45,364,183
real_0597.jpg,800,600,green,390,103,406,145
real_1143.jpg,800,600,green,415,89,437,149
real_0950.jpg,800,600,red,361,81,390,161
real_0831.jpg,800,600,red,498,48,542,173
real_1589.jpg,800,600,red,334,85,357,153
real_1274.jpg,800,600,red,371,80,401,161
real_0010.jpg,800,600,yellow,508,95,526,144
real_1001.jpg,800,600,red,382,89,402,148
real_1438.jpg,800,600,red,359,77,387,160
real_0420.jpg,800,600,green,391,96,408,142
real_1002.jpg,800,600,yellow,507,96,525,145
real_0994.jpg,800,600,red,493,48,538,174
real_1201.jpg,800,600,green,357,71,388,165
real_1356.jpg,800,600,green,389,97,407,143
real_1346.jpg,800,600,green,390,97,406,141
real_0668.jpg,800,600,yellow,381,79,409,153
real_0863.jpg,800,600,green,385,83,410,156
real_1489.jpg,800,600,red,435,97,452,145
real_0883.jpg,800,600,red,97,40,148,182
real_1265.jpg,800,600,green,416,92,438,150
real_1150.jpg,800,600,yellow,391,100,408,146
real_1085.jpg,800,600,green,461,89,482,146
real_1547.jpg,800,600,red,454,96,474,145
real_1270.jpg,800,600,yellow,381,91,400,145
real_0492.jpg,800,600,green,391,81,417,155
real_0684.jpg,800,600,green,400,87,422,153
real_0281.jpg,800,600,green,384,80,408,152
real_1424.jpg,800,600,green,413,105,430,151
real_0315.jpg,800,600,red,332,75,360,156
real_1417.jpg,800,600,yellow,392,100,408,143
real_0921.jpg,800,600,red,435,98,452,145
real_1400.jpg,800,600,green,403,77,435,165
real_1582.jpg,800,600,yellow,419,92,438,148
real_0133.jpg,800,600,green,410,90,432,153
real_0617.jpg,800,600,yellow,499,103,517,150
real_0118.jpg,800,600,yellow,402,77,426,145
real_0585.jpg,800,600,red,333,74,364,159
real_1638.jpg,800,600,green,319,46,365,183
real_1122.jpg,800,600,green,367,77,399,162
real_1072.jpg,800,600,green,415,89,438,149
real_0918.jpg,800,600,red,388,91,407,145
real_1620.jpg,800,600,green,403,90,427,152
real_0145.jpg,800,600,red,372,87,395,155
real_1600.jpg,800,600,red,357,77,386,157
real_0144.jpg,800,600,green,323,45,367,173
real_0763.jpg,800,600,red,295,38,351,197
real_0394.jpg,800,600,red,118,46,164,175
real_0937.jpg,800,600,red,474,45,520,179
real_1434.jpg,800,600,green,388,84,413,153
real_1402.jpg,800,600,red,326,79,353,158
real_1361.jpg,800,600,red,383,89,403,147
real_1259.jpg,800,600,green,414,104,432,147
real_1062.jpg,800,600,green,336,67,370,166
real_0421.jpg,800,600,green,389,97,407,142
real_1017.jpg,800,600,red,378,89,399,151
real_0869.jpg,800,600,red,432,67,464,166
real_0673.jpg,800,600,green,395,86,420,154
real_0297.jpg,800,600,red,601,91,624,152
real_0427.jpg,800,600,red,353,74,383,161
real_0850.jpg,800,600,yellow,381,78,410,153
real_0824.jpg,800,600,red,417,94,439,153
real_0766.jpg,800,600,yellow,385,93,402,144
real_0376.jpg,800,600,red,397,85,422,154
real_0277.jpg,800,600,green,369,75,399,161
real_1239.jpg,800,600,red,145,45,189,158
real_0988.jpg,800,600,yellow,381,77,409,153
real_0737.jpg,800,600,yellow,524,102,542,151
real_1485.jpg,800,600,yellow,453,93,473,146
real_0741.jpg,800,600,red,339,69,374,169
real_1654.jpg,800,600,red,453,41,501,181
real_0917.jpg,800,600,green,404,87,426,152
real_0397.jpg,800,600,red,417,93,439,153
real_0789.jpg,800,600,green,390,95,406,143
real_0916.jpg,800,600,red,320,42,366,179
real_1549.jpg,800,600,red,344,77,375,168
real_0942.jpg,800,600,red,366,81,393,158
real_0244.jpg,800,600,green,417,93,437,152
real_1070.jpg,800,600,green,389,103,408,147
real_1437.jpg,800,600,green,341,89,363,153
real_1520.jpg,800,600,green,349,67,383,167
real_1351.jpg,800,600,yellow,455,97,474,149
real_0896.jpg,800,600,red,461,61,499,168
real_0654.jpg,800,600,red,382,89,402,147
real_0699.jpg,800,600,yellow,501,91,520,148
real_0968.jpg,800,600,red,417,96,440,153
real_0598.jpg,800,600,green,359,71,393,166
real_0943.jpg,800,600,red,363,81,391,158
real_0082.jpg,800,600,green,291,61,328,167
real_1204.jpg,800,600,yellow,512,92,533,147
real_1221.jpg,800,600,red,466,96,483,144
real_1079.jpg,800,600,red,328,75,359,166
real_0409.jpg,800,600,green,414,105,429,150
real_0169.jpg,800,600,yellow,382,92,400,144
real_1567.jpg,800,600,red,370,85,396,154
real_0450.jpg,800,600,red,435,98,453,146
real_0077.jpg,800,600,green,344,54,380,162
real_1021.jpg,800,600,green,51,30,106,184
real_0226.jpg,800,600,red,490,47,535,176
real_0471.jpg,800,600,green,116,43,167,181
real_0231.jpg,800,600,green,386,83,410,157
real_1632.jpg,800,600,red,351,77,381,163
real_1080.jpg,800,600,red,497,47,538,166
real_0759.jpg,800,600,green,390,103,406,146
real_0708.jpg,800,600,red,400,79,430,157
real_0592.jpg,800,600,green,400,87,425,153
real_1466.jpg,800,600,red,373,89,393,147
real_0765.jpg,800,600,green,415,91,437,151
real_1022.jpg,800,600,red,339,47,376,159
real_0013.jpg,800,600,green,419,101,435,144
real_0613.jpg,800,600,red,389,83,414,157
real_0399.jpg,800,600,green,345,69,380,166
real_0111.jpg,800,600,green,388,96,406,142
real_1237.jpg,800,600,yellow,462,95,480,147
real_0511.jpg,800,600,green,390,102,407,144
real_0403.jpg,800,600,green,389,97,408,145
real_1684.jpg,800,600,red,439,95,460,152
real_0251.jpg,800,600,green,408,79,436,158
real_0097.jpg,800,600,green,459,91,480,148
real_0339.jpg,800,600,green,362,84,389,153
real_1629.jpg,800,600,red,436,98,452,144
real_0683.jpg,800,600,yellow,225,45,267,161
real_0307.jpg,800,600,red,178,24,239,199
real_1375.jpg,800,600,red,374,91,397,154
real_1672.jpg,800,600,green,383,79,409,153
real_1128.jpg,800,600,red,435,99,452,146
real_1509.jpg,800,600,red,409,40,459,185
real_0113.jpg,800,600,green,361,81,390,161
real_1249.jpg,800,600,green,415,92,437,150
real_0792.jpg,800,600,green,390,103,406,146
real_0205.jpg,800,600,red,398,91,420,152
real_0310.jpg,800,600,red,334,44,376,166
real_0278.jpg,800,600,red,383,91,404,148
real_1559.jpg,800,600,yellow,456,98,474,150
real_0580.jpg,800,600,red,364,87,387,153
real_0128.jpg,800,600,red,390,91,409,144
real_0383.jpg,800,600,red,119,47,165,171
real_1677.jpg,800,600,red,355,82,381,155
real_1503.jpg,800,600,green,407,95,427,147
real_1416.jpg,800,600,green,399,92,421,153
real_0833.jpg,800,600,red,318,43,365,181
real_1498.jpg,800,600,red,370,88,391,150
real_1406.jpg,800,600,yellow,454,95,471,148
real_1494.jpg,800,600,red,349,74,380,167
real_0920.jpg,800,600,red,435,99,452,147
real_0063.jpg,800,600,green,416,90,436,149
real_0540.jpg,800,600,red,361,81,388,158
real_0505.jpg,800,600,red,327,77,356,159
real_1352.jpg,800,600,red,310,82,334,156
real_1331.jpg,800,600,green,95,36,147,181
real_0171.jpg,800,600,yellow,391,100,409,146
real_0666.jpg,800,600,green,416,89,438,149
real_0548.jpg,800,600,green,397,87,421,152
real_0256.jpg,800,600,red,391,91,410,144
real_1335.jpg,800,600,yellow,390,99,406,143
real_1231.jpg,800,600,green,319,41,367,177
real_0454.jpg,800,600,yellow,450,94,471,148
real_1212.jpg,800,600,red,309,81,335,155
real_0402.jpg,800,600,red,506,84,530,153
real_0382.jpg,800,600,green,416,89,436,148
real_1146.jpg,800,600,red,417,93,439,152
real_0704.jpg,800,600,red,102,44,154,181
real_1198.jpg,800,600,green,132,45,180,180
real_0926.jpg,800,600,red,364,79,392,160
real_1090.jpg,800,600,green,395,91,418,154
real_0974.jpg,800,600,red,449,96,467,145
real_0057.jpg,800,600,green,369,83,396,161
real_0093.jpg,800,600,green,340,88,365,153
real_0576.jpg,800,600,red,354,81,381,159
real_1359.jpg,800,600,yellow,456,95,475,148
real_0992.jpg,800,600,red,111,46,159,180
real_0078.jpg,800,600,red,27,34,84,192
real_0501.jpg,800,600,red,148,46,190,159
real_0182.jpg,800,600,red,434,99,452,147
real_0545.jpg,800,600,green,381,78,409,153
real_0229.jpg,800,600,green,394,84,420,154
real_1251.jpg,800,600,red,351,76,383,167
real_1515.jpg,800,600,green,381,86,406,155
real_0314.jpg,800,600,green,359,73,392,164
real_1245.jpg,800,600,red,547,88,569,154
real_0674.jpg,800,600,yellow,385,95,404,145
real_1349.jpg,800,600,red,88,37,142,183
real_0456.jpg,800,600,yellow,455,97,475,151
real_0681.jpg,800,600,green,381,91,402,151
real_1043.jpg,800,600,green,410,95,428,148
real_1443.jpg,800,600,red,395,85,421,156
real_1054.jpg,800,600,green,390,102,405,144
real_1051.jpg,800,600,red,356,77,385,159
real_1292.jpg,800,600,red,413,91,435,151
real_0203.jpg,800,600,yellow,570,97,591,150
real_1465.jpg,800,600,green,409,91,431,150
real_0536.jpg,800,600,red,390,91,409,143
real_0114.jpg,800,600,yellow,410,79,435,148
real_0180.jpg,800,600,red,456,83,482,157
real_1539.jpg,800,600,red,432,95,452,152
real_0276.jpg,800,600,red,349,77,378,160
real_0948.jpg,800,600,red,435,97,454,146
real_1337.jpg,800,600,green,408,95,427,146
real_0166.jpg,800,600,green,226,45,267,162
real_1548.jpg,800,600,green,406,90,427,152
real_0467.jpg,800,600,yellow,384,93,403,143
real_1541.jpg,800,600,green,419,102,434,142
real_1004.jpg,800,600,red,387,83,413,156
real_1385.jpg,800,600,green,415,89,438,148
real_0007.jpg,800,600,red,232,67,266,164
real_0207.jpg,800,600,red,359,84,382,152
real_0016.jpg,800,600,yellow,390,99,406,143
real_0135.jpg,800,600,red,366,81,392,157
real_0269.jpg,800,600,red,311,69,346,169
real_0087.jpg,800,600,green,388,81,417,158
real_1074.jpg,800,600,red,6,33,66,197
real_0343.jpg,800,600,red,387,91,406,147
real_1271.jpg,800,600,red,488,96,505,146
real_0344.jpg,800,600,yellow,390,99,406,145
real_1537.jpg,800,600,green,268,64,306,167
real_1409.jpg,800,600,red,67,35,121,184
real_0197.jpg,800,600,red,487,83,512,156
real_0967.jpg,800,600,red,317,43,365,182
real_0690.jpg,800,600,red,355,81,380,155
real_1459.jpg,800,600,yellow,517,91,537,147
real_0209.jpg,800,600,red,357,77,386,162
real_0975.jpg,800,600,red,372,75,403,164
real_0262.jpg,800,600,red,156,21,220,198
real_1242.jpg,800,600,red,343,73,377,165
real_0219.jpg,800,600,red,364,80,390,157
real_0803.jpg,800,600,red,435,99,452,147
real_0415.jpg,800,600,red,318,75,350,168
real_0140.jpg,800,600,green,396,87,421,152
real_0124.jpg,800,600,green,371,82,398,156
real_0434.jpg,800,600,green,389,91,409,142
real_0153.jpg,800,600,green,349,87,373,154
real_1116.jpg,800,600,red,433,104,453,153
real_0927.jpg,800,600,red,337,51,376,164
real_0618.jpg,800,600,green,390,98,406,142
real_1109.jpg,800,600,red,442,96,463,153
real_0527.jpg,800,600,green,211,48,253,168
real_1288.jpg,800,600,red,435,97,452,146
real_1202.jpg,800,600,red,368,83,393,157
real_0544.jpg,800,600,red,406,89,430,154
real_1523.jpg,800,600,green,340,42,379,158
real_1142.jpg,800,600,red,343,75,376,168
real_0001.jpg,800,600,yellow,387,99,407,149
real_0268.jpg,800,600,red,387,91,406,147
real_0802.jpg,800,600,green,333,49,375,170
real_0595.jpg,800,600,yellow,462,93,481,146
real_0620.jpg,800,600,green,385,91,407,151
real_1042.jpg,800,600,red,384,90,405,146
real_0236.jpg,800,600,red,332,77,364,168
real_1289.jpg,800,600,yellow,59,35,113,185
real_0964.jpg,800,600,green,415,89,438,149
real_1508.jpg,800,600,red,393,73,425,166
real_0301.jpg,800,600,red,566,89,589,155
real_0422.jpg,800,600,yellow,499,102,516,151
real_1011.jpg,800,600,green,389,103,406,146
real_0908.jpg,800,600,yellow,552,99,570,151
real_1659.jpg,800,600,yellow,436,87,459,150
real_1130.jpg,800,600,green,18,30,77,191
real_0856.jpg,800,600,red,110,47,154,166
real_1543.jpg,800,600,green,8,28,66,192
real_0867.jpg,800,600,red,356,79,386,168
real_0820.jpg,800,600,green,390,98,406,143
real_1199.jpg,800,600,green,409,98,426,146
real_1027.jpg,800,600,red,458,96,475,144
real_0541.jpg,800,600,red,435,97,454,144
real_0092.jpg,800,600,yellow,32,32,91,191
real_1608.jpg,800,600,green,389,82,416,157
real_0997.jpg,800,600,green,358,85,384,155
real_1621.jpg,800,600,green,381,77,409,151
real_0367.jpg,800,600,green,416,89,437,148
real_0661.jpg,800,600,yellow,545,99,564,149
real_0311.jpg,800,600,red,481,51,521,164
real_0479.jpg,800,600,red,317,43,365,180
real_0130.jpg,800,600,red,345,77,376,166
real_0028.jpg,800,600,yellow,389,74,415,144
real_0816.jpg,800,600,red,191,53,231,163
real_0791.jpg,800,600,yellow,531,101,550,151
real_0232.jpg,800,600,green,390,103,406,145
real_1046.jpg,800,600,green,381,78,409,151
real_0853.jpg,800,600,green,419,101,434,142
real_0849.jpg,800,600,green,317,45,364,183
real_1535.jpg,800,600,red,339,69,373,168
real_0079.jpg,800,600,yellow,462,93,482,147
real_0040.jpg,800,600,yellow,501,101,519,148
